monge_1.jpg,0.846473,0.725104,0.593361,0.462656,0.322614,0.224066,0.126556
monge_10.jpg,0.842324,0.727178,0.577801,0.442946,0.309129,0.20332,0.110996
monge_101.jpg,0.833853,0.703011,0.573209,0.441329,0.305296,0.203531,0.105919
monge_102.jpg,0.817427,0.675311,0.511411,0.369295,0.241701,0.147303,0.0788382
monge_103.jpg,0.843361,0.724066,0.571577,0.442946,0.293568,0.184647,0.107884
monge_104.jpg,0.793568,0.654564,0.5,0.363071,0.238589,0.133817,0.0715768
monge_105.jpg,0.839212,0.706432,0.559129,0.41805,0.273859,0.158714,0.102697
monge_106.jpg,0.818465,0.676349,0.530083,0.385892,0.237552,0.129668,0.060166
monge_107.jpg,0.846473,0.708506,0.562241,0.429461,0.283195,0.173237,0.090249
monge_108.jpg,0.826764,0.687759,0.547718,0.411826,0.287344,0.182573,0.0975104
monge_11.jpg,0.813278,0.682573,0.542531,0.407676,0.26556,0.153527,0.0684647
monge_110.jpg,0.822614,0.685685,0.547718,0.405602,0.271784,0.161826,0.0757261
monge_111.jpg,0.828838,0.696058,0.551867,0.40249,0.258299,0.15249,0.0829876
monge_112.jpg,0.821577,0.677386,0.536307,0.394191,0.262448,0.149378,0.0591286
monge_114.jpg,0.823651,0.686722,0.553942,0.420124,0.28527,0.174274,0.0840249
monge_115.jpg,0.837137,0.710581,0.561203,0.424274,0.287344,0.182573,0.0829876
monge_117.jpg,0.829876,0.691909,0.549793,0.410788,0.264523,0.146266,0.0591286
monge_118.jpg,0.821577,0.686722,0.55083,0.414938,0.282158,0.174274,0.0860996
monge_119.jpg,0.842324,0.710581,0.560166,0.425311,0.28527,0.178423,0.0819502
monge_119bis.jpg,0.813278,0.672199,0.533195,0.391079,0.248963,0.144191,0.0746888
monge_12.jpg,0.842324,0.71888,0.565353,0.445021,0.308091,0.205394,0.112033
monge_13.jpg,0.830913,0.705394,0.576764,0.440871,0.308091,0.189834,0.0985477
monge_14.jpg,0.84216,0.728972,0.587747,0.454829,0.316719,0.209761,0.109034
monge_15.jpg,0.828838,0.690871,0.549793,0.4139,0.266598,0.160788,0.0788382
monge_16.jpg,0.815161,0.703011,0.558671,0.426791,0.300104,0.203531,0.125649
monge_17.jpg,0.817427,0.677386,0.533195,0.393154,0.248963,0.140042,0.063278
monge_18.jpg,0.834025,0.721992,0.587137,0.459544,0.337137,0.243776,0.159751
monge_19.jpg,0.84751,0.707469,0.574689,0.443983,0.297718,0.184647,0.118257
monge_2.jpg,0.827801,0.706432,0.572614,0.429461,0.307054,0.196058,0.103734
monge_20.jpg,0.803942,0.687759,0.557054,0.43361,0.312241,0.216805,0.0943983
monge_21.jpg,0.825726,0.691909,0.548755,0.417012,0.280083,0.169087,0.0995851
monge_23.jpg,0.830913,0.687759,0.540456,0.386929,0.246888,0.109959
monge_24.jpg,0.824689,0.690871,0.565353,0.431535,0.290456,0.187759,0.128631
monge_25.jpg,0.820539,0.684647,0.532158,0.390042,0.242739,0.143154,0.0943983
monge_26.jpg,0.822614,0.693983,0.539419,0.394191,0.253112,0.149378,0.130705
monge_27.jpg,0.820539,0.689834,0.538382,0.404564,0.274896,0.171162,0.0746888
monge_28.jpg,0.826764,0.686722,0.534232,0.389004,0.236515,0.129668,0.107884
monge_29.jpg,0.824689,0.689834,0.545643,0.401452,0.263485,0.151452,0.0788382
monge_29bis.jpg,0.825726,0.693983,0.553942,0.425311,0.287344,0.182573,0.0892116
monge_3.jpg,0.854772,0.728216,0.591286,0.454357,0.326763,0.227178,0.133817
monge_30.jpg,0.798755,0.682573,0.530083,0.403527,0.268672,0.158714,0.0860996
monge_31.jpg,0.827801,0.700207,0.551867,0.410788,0.264523,0.149378,0.0892116
monge_32.jpg,0.84751,0.720954,0.582988,0.454357,0.317427,0.220954,0.143154
monge_33.jpg,0.842324,0.695021,0.552905,0.41805,0.283195,0.177386,0.114108
monge_34.jpg,0.741701,0.618257,0.488589,0.358921,0.220954
monge_35.jpg,0.849585,0.713693,0.568465,0.436722,0.287344,0.169087,0.0746888
monge_36.jpg,0.820539,0.689834,0.553942,0.420124,0.280083,0.172199,0.114108
monge_37.jpg,0.821577,0.697095,0.549793,0.4139,0.272822,0.156639
monge_38.jpg,0.825726,0.698133,0.561203,0.419087,0.274896,0.164938,0.113071
monge_39.jpg,0.830913,0.705394,0.564315,0.428423,0.288382,0.182573,0.115145
monge_4.jpg,0.837137,0.71888,0.580913,0.437759,0.306017,0.200207,0.114108
monge_40.jpg,0.83195,0.708506,0.571577,0.435685,0.280083,0.18361,0.108921
monge_41.jpg,0.826764,0.688797,0.545643,0.405602,0.261411,0.155602,0.0995851
monge_42.jpg,0.841286,0.717842,0.576764,0.442946,0.290456,0.188797,0.116183
monge_43.jpg,0.826764,0.692946,0.554979,0.415975,0.268672,0.1639,0.0975104
monge_44.jpg,0.840249,0.707469,0.563278,0.419087,0.26971,0.172199,0.0995851
monge_45.jpg,0.821577,0.688797,0.544606,0.40249,0.267635,0.147303,0.0860996
monge_46.jpg,0.829876,0.695021,0.548755,0.399378,0.254149,0.147303,0.06639
monge_47.jpg,0.811203,0.672199,0.532158,0.390042,0.252075,0.146266,0.0767635
monge_48.jpg,0.839212,0.695021,0.553942,0.415975,0.262448,0.153527,0.0788382
monge_5.jpg,0.842324,0.719917,0.585062,0.447095,0.306017,0.207469,0.109959
monge_50.jpg,0.8361,0.702282,0.564315,0.422199,0.266598,0.158714,0.0819502
monge_53.jpg,0.824689,0.702282,0.552905,0.41805,0.270747,0.164938,0.0985477
monge_54.jpg,0.838174,0.707469,0.565353,0.424274,0.287344,0.165975,0.0778008
monge_55.jpg,0.818465,0.693983,0.542531,0.411826,0.263485,0.151452,0.0788382
monge_56.jpg,0.806017,0.658714,0.502075,0.343361,0.18361,0.0674274
monge_57.jpg,0.843361,0.715768,0.577801,0.435685,0.292531,0.18361,0.107884
monge_58.jpg,0.826764,0.704357,0.575726,0.447095,0.319502,0.189834,0.106846
monge_59.jpg,0.819502,0.695021,0.547718,0.412863,0.272822,0.156639,0.0591286
monge_6.jpg,0.843361,0.723029,0.577801,0.435685,0.315353,0.210581,0.11722
monge_60.jpg,0.817427,0.689834,0.554979,0.415975,0.264523,0.156639,0.096473
monge_61.jpg,0.845436,0.710581,0.56639,0.436722,0.289419,0.174274,0.0871369
monge_62.jpg,0.821577,0.682573,0.543568,0.400415,0.266598,0.137967,0.060166
monge_63.jpg,0.829876,0.702282,0.545643,0.406639,0.26971,0.1639,0.0757261
monge_64.jpg,0.81639,0.672199,0.520747,0.383817,0.246888,0.118257,0.0414938
monge_65.jpg,0.821577,0.686722,0.55083,0.410788,0.256224,0.14834,0.0767635
monge_66.jpg,0.794606,0.658714,0.511411,0.385892,0.25,0.151452,0.0840249
monge_67.jpg,0.826764,0.689834,0.540456,0.399378,0.26556,0.155602,0.096473
monge_68.jpg,0.828838,0.690871,0.541494,0.401452,0.241701,0.143154,0.0767635
monge_69.jpg,0.828838,0.691909,0.539419,0.396266,0.251037,0.135892,0.063278
monge_7.jpg,0.841286,0.719917,0.582988,0.447095,0.309129,0.209544,0.108921
monge_70.jpg,0.843361,0.715768,0.574689,0.448133,0.306017,0.223029,0.122407
monge_71.jpg,0.839212,0.692946,0.549793,0.404564,0.262448,0.144191,0.0570539
monge_72.jpg,0.835062,0.688797,0.544606,0.39834,0.254149,0.146266,0.0746888
monge_73.jpg,0.838174,0.709544,0.573651,0.437759,0.302905,0.186722,0.114108
monge_74.jpg,0.818465,0.693983,0.546681,0.403527,0.260373,0.142116,0.0674274
monge_75.jpg,0.834025,0.708506,0.573651,0.436722,0.299793,0.185685,0.107884
monge_76.jpg,0.822614,0.693983,0.546681,0.407676,0.272822,0.16805,0.109959
monge_77.jpg,0.818465,0.680498,0.536307,0.385892,0.244813,0.130705,0.0404564
monge_78.jpg,0.823651,0.679461,0.538382,0.395228,0.257261,0.14834,0.0860996
monge_79.jpg,0.835062,0.692946,0.547718,0.401452,0.257261,0.146266,0.0788382
monge_79bis.jpg,0.835062,0.702282,0.563278,0.428423,0.293568,0.186722,0.123444
monge_8.jpg,0.840249,0.723029,0.572614,0.439834,0.302905,0.19917,0.107884
